add_remove_every_n_epoch,proto_split_density_threshold,proto_remove_density_threshold,repulsion_loss_margin,seed,device,cov_value,PINAW_value
50,0.001,0.001,0.001,5,cuda:1,0.22330,0.09260
50,0.001,0.001,0.001,6,cuda:2,0.98058,1.35258
50,0.001,0.001,0.001,6,cuda:2,0.49515,0.36981
50,0.001,0.001,0.001,6,cuda:2,0.13592,0.03563
50,0.001,0.001,0.0001,0,cuda:2,0.94175,1.28898
50,0.001,0.001,0.0001,0,cuda:2,0.57282,0.44540
50,0.001,0.001,0.0001,0,cuda:2,0.14563,0.04590
50,0.001,0.001,0.0001,1,cuda:3,0.89320,1.13751
50,0.001,0.001,0.0001,1,cuda:3,0.56311,0.40639
50,0.001,0.001,0.0001,1,cuda:3,0.09709,0.06848
50,0.001,0.001,0.001,7,cuda:3,0.83495,1.08902
50,0.001,0.001,0.001,7,cuda:3,0.41748,0.32835
50,0.001,0.001,0.001,7,cuda:3,0.05825,0.04395
50,0.001,0.001,0.001,9,cuda:1,0.93204,1.40052
50,0.001,0.001,0.001,9,cuda:1,0.55340,0.40959
50,0.001,0.001,0.001,9,cuda:1,0.10680,0.06521
50,0.001,0.001,0.001,8,cuda:0,0.91262,1.32786
50,0.001,0.001,0.001,8,cuda:0,0.58252,0.48048
50,0.001,0.001,0.001,8,cuda:0,0.13592,0.05720
50,0.001,0.001,0.0001,2,cuda:0,0.91262,1.12351
50,0.001,0.001,0.0001,2,cuda:0,0.53398,0.38794
50,0.001,0.001,0.0001,2,cuda:0,0.12621,0.05566
50,0.001,0.001,0.0001,3,cuda:1,0.96117,1.36579
50,0.001,0.001,0.0001,3,cuda:1,0.57282,0.41844
50,0.001,0.001,0.0001,3,cuda:1,0.18447,0.08994
50,0.001,0.001,0.0001,4,cuda:2,0.90291,1.10129
50,0.001,0.001,0.0001,4,cuda:2,0.50485,0.34788
50,0.001,0.001,0.0001,4,cuda:2,0.13592,0.06604
50,0.001,0.001,0.0001,5,cuda:3,0.89320,1.25488
50,0.001,0.001,0.0001,5,cuda:3,0.45631,0.38517
50,0.001,0.001,0.0001,5,cuda:3,0.04854,0.03256
50,0.001,0.001,0.0001,6,cuda:0,0.96117,1.26932
50,0.001,0.001,0.0001,6,cuda:0,0.42718,0.39498
50,0.001,0.001,0.0001,6,cuda:0,0.10680,0.07008
50,0.001,0.001,0.0001,7,cuda:1,0.88350,1.01392
50,0.001,0.001,0.0001,7,cuda:1,0.35922,0.28217
50,0.001,0.001,0.0001,7,cuda:1,0.07767,0.03531
50,0.001,0.001,0.0001,9,cuda:3,0.97087,1.35794
50,0.001,0.001,0.0001,9,cuda:3,0.61165,0.44578
50,0.001,0.001,0.0001,9,cuda:3,0.20388,0.08058
50,0.001,0.001,0.0001,8,cuda:2,0.93204,1.34565
